Question;Answer
format berita acara semhas;https://docs.google.com/document/d/1yndH7vR2xEGK6H4EHLxGb3gdRBFzlcdX/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai hasil;https://docs.google.com/document/d/1yndH7vR2xEGK6H4EHLxGb3gdRBFzlcdX/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format berita acara hasil;https://docs.google.com/document/d/1yndH7vR2xEGK6H4EHLxGb3gdRBFzlcdX/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
kalender akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
kalender;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
jadwal akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
tanggal akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
link kalender akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
gambar kalender akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
link kalender;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
link jadwal akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
panduan penulisan karya ilmiah;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
panduan penulisan laporan;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
format laporan;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
format penulisan karya ilmiah;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
format penulisan skripsi;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
format skripsi;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
format penulisan laporan;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
link panduan penulisan karya ilmiah;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
link panduan penulisan laporan;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
link format laporan;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
link format penulisan karya ilmiah;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
sebutkan persyaratan sidang;"1. Surat Keterangan Nilai TOEFL (minimum 450)
2. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping)
Yang sudah di ACC oleh kedua pembimbing
3. Surat Keterangan Bebas Administrasi Laboratorium
4. Lembar Pengesahan Ujian Komprehensif (format lihat contoh)
5. Transkrip Terakhir 
6. Kartu Kendali Bimbingan (Dimasukkan Dalam Lampiran Terakhir Skripsi)
7. Fotokopi Slip SPP Terakhir
8. Fotokopi Kartu Tanda Mahasiswa
9. Laporan Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah "
sebutkan syarat - syarat sidang;"1. Surat Keterangan Nilai TOEFL (minimum 450)
2. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping)
Yang sudah di ACC oleh kedua pembimbing
3. Surat Keterangan Bebas Administrasi Laboratorium
4. Lembar Pengesahan Ujian Komprehensif (format lihat contoh)
5. Transkrip Terakhir 
6. Kartu Kendali Bimbingan (Dimasukkan Dalam Lampiran Terakhir Skripsi)
7. Fotokopi Slip SPP Terakhir
8. Fotokopi Kartu Tanda Mahasiswa
9. Laporan Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah "
syarat - syarat seminar komprehensif;"1. Surat Keterangan Nilai TOEFL (minimum 450)
2. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping)
Yang sudah di ACC oleh kedua pembimbing
3. Surat Keterangan Bebas Administrasi Laboratorium
4. Lembar Pengesahan Ujian Komprehensif (format lihat contoh)
5. Transkrip Terakhir 
6. Kartu Kendali Bimbingan (Dimasukkan Dalam Lampiran Terakhir Skripsi)
7. Fotokopi Slip SPP Terakhir
8. Fotokopi Kartu Tanda Mahasiswa
9. Laporan Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah "
sebutkan persyaratan sempro;"1. Surat Keterangan Nilai TOEFL (minimum 450)
2. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping)
Yang sudah di ACC oleh kedua pembimbing
3. Surat Keterangan Bebas Administrasi Laboratorium
4. Lembar Pengesahan Ujian Komprehensif (format lihat contoh)
5. Transkrip Terakhir 
6. Kartu Kendali Bimbingan (Dimasukkan Dalam Lampiran Terakhir Skripsi)
7. Fotokopi Slip SPP Terakhir
8. Fotokopi Kartu Tanda Mahasiswa
9. Laporan Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah "
sebutkan syarat - syarat seminar usul;"1. Surat Pengajuan Judul Skripsi
2. Transkrip Terakhir (minimal 110 SKS)
3. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping) Yang sudah di ACC oleh kedua pembimbing
4. Surat Keterangan Telah Selesai Kerja Praktek
5. Surat Permohonan Kesediaan Membimbing Skripsi sebagai Pembimbing I
6. Surat Permohonan Kesediaan Membimbing Skripsi sebagai Pembimbing II
 7. Pas Poto Terbaru   3 X 4  berwarna  1 buah
8. Daftar Riwayat Hidup 
9. Kartu Seminar (10 Seminar dari Jurusan Teknik Elektro dan 5 Seminar dari Jurusan lain atau seminar Ilmiah lain dengan melampirkan fotokopi sertifikat)
10. Proposal Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah 
11. Ringkasan Proposal Tugas Akhir Minimum 10 buah (Untuk Peserta Seminar)"
syarat - syarat seminar proposal;"1. Surat Pengajuan Judul Skripsi
2. Transkrip Terakhir (minimal 110 SKS)
3. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping) Yang sudah di ACC oleh kedua pembimbing
4. Surat Keterangan Telah Selesai Kerja Praktek
5. Surat Permohonan Kesediaan Membimbing Skripsi sebagai Pembimbing I
6. Surat Permohonan Kesediaan Membimbing Skripsi sebagai Pembimbing II
 7. Pas Poto Terbaru   3 X 4  berwarna  1 buah
8. Daftar Riwayat Hidup 
9. Kartu Seminar (10 Seminar dari Jurusan Teknik Elektro dan 5 Seminar dari Jurusan lain atau seminar Ilmiah lain dengan melampirkan fotokopi sertifikat)
10. Proposal Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah 
11. Ringkasan Proposal Tugas Akhir Minimum 10 buah (Untuk Peserta Seminar)"
syarat - syarat seminar usul;"1. Surat Pengajuan Judul Skripsi
2. Transkrip Terakhir (minimal 110 SKS)
3. Kartu Kendali Bimbingan (1 Pembimbing Utama, 1 Pembimbing Pendamping) Yang sudah di ACC oleh kedua pembimbing
4. Surat Keterangan Telah Selesai Kerja Praktek
5. Surat Permohonan Kesediaan Membimbing Skripsi sebagai Pembimbing I
6. Surat Permohonan Kesediaan Membimbing Skripsi sebagai Pembimbing II
 7. Pas Poto Terbaru   3 X 4  berwarna  1 buah
8. Daftar Riwayat Hidup 
9. Kartu Seminar (10 Seminar dari Jurusan Teknik Elektro dan 5 Seminar dari Jurusan lain atau seminar Ilmiah lain dengan melampirkan fotokopi sertifikat)
10. Proposal Tugas Akhir yang telah disetujui oleh Pembimbing untuk diseminarkan  4 buah 
11. Ringkasan Proposal Tugas Akhir Minimum 10 buah (Untuk Peserta Seminar)"
apa syarat bebas administrasi;"1. Telah Menyerahkan  1 buah Skripsi dan CD di  Administrasi  (Bukti Serah Terima Skripsi)
2. Bebas Laboratorium dari Laboratorium Terpadu Jurusan Teknik Elektro
3. Surat Publikasi Jurnal dari Pembimbing dan Ketua Jurusan
4. Telah menyerahkan data almuni di Administrasi 
5. Fotocopy lembar pengesahan di Administrasi"
apa syarat - syarat bebas adminisrasi;"1. Telah Menyerahkan  1 buah Skripsi dan CD di  Administrasi  (Bukti Serah Terima Skripsi)
2. Bebas Laboratorium dari Laboratorium Terpadu Jurusan Teknik Elektro
3. Surat Publikasi Jurnal dari Pembimbing dan Ketua Jurusan
4. Telah menyerahkan data almuni di Administrasi 
5. Fotocopy lembar pengesahan di Administrasi"
sebutkan pendaftaran wisuda;"1. MAHASISWA SUDAH SELESAI UJIAN KOMPREHENSIF 

2. TRANSKRIP MATAHARI 

Mahasiswa wajib mengecek dan memastikan bahwa tidak ada  Nilai E di Transkrip ataupun tidak ada mata kuliah double di KHS. Jika masih ada nilai E ataupun mata kuliah double di KHS, Mahasiswa Wajib Mengurus surat   penghapusan Matakuliah di Transkrip dan Menyunting Mata Kuliah di KHS.

 

   SYARAT PENGHAPUSAN MATA KULIAH DI TRANSKRIP dan MENYUNTING KHS

   1. Membawa 1 Fotocopi Transkrip dan KHS

   2. Surat Pengantar ke Bagian Akademik dari Admin Prodi

   

3. PUBLIKASI JURNAL Mahasiswa membawa fotocopi Publikasi Jurnal ke admin prodi untuk dibuatkan surat publikasi Jurnal tersebut.

    

4. CETAK SKRIPSI   

5. SURAT REPOSITORY DAN BEBAS ADMINISTRASI (admin prodi)

   Mahasiswa sudah publikasi jurnal,cetak skripsi dan bebas administrasi lab dll)



6. MENGISI FORM DATA ALUMNI DI ADMIN PRODI      

7. PENGISIAN DATA TUGAS AKHIR DI SIAKADU MAHASISWA

   Mahasiswa Mengisi Data Tugas Akhir di SIAKADU (Sesuai Petunjuk bisa melihat di Form data    

    alumni), setelah mahasiswa mengisi Data Tugas Akhir (Admin Prodi Menambahkan Nama Penguji dan Pembimbing Mahasiswa).



8. MENGUPLOAD SERTIFIKAT PKKMB DAN TOE
FL
     Mahasiswa Mengisi/Mengupload (SERTIFIKAT PKKMB dan SERTIFIKAT TOEFL) di Web Siakadu      

     Mahasiswa bagian BIODATA. (Admin Prodi yang memvalidasi)



9. SKPI (SURAT KETERANGAN PENDAMPING IJAZAH)

   Mahasiswa Mengisi/Mengapload data sertifikat di Web skpi.unila.ac.id SEMUA SERTIFIKAT 

   KEGIATAN yang sudah dilaksanakan Selama Masa Studi Mahasiswa di Universitas Lampung.

   (sertifikat Fakultas, Universitas, Nasional/Internasional). Minimal point penilaian 25 point jika kurang dari point tersebut mahasiswa belum bisa mendaftar wisuda.

   (Setelah Mahasiswa Mengisi Data SKPI diweb SKPI tersebut  , Mahasiswa Menyerahkan Vtocopian 

    Sertifikat ke bagian Admin Prodi untuk di Validasi.



Keterangan : 

Jika Point 5 dan 6 sudah divalidasi , mahasiswa bisa mencetaK BIODATA ONLINE tersebut untuk syarat wisuda."
sebutkan alur - alur wisuda;"1. MAHASISWA SUDAH SELESAI UJIAN KOMPREHENSIF 

2. TRANSKRIP MATAHARI 

Mahasiswa wajib mengecek dan memastikan bahwa tidak ada  Nilai E di Transkrip ataupun tidak ada mata kuliah double di KHS. Jika masih ada nilai E ataupun mata kuliah double di KHS, Mahasiswa Wajib Mengurus surat   penghapusan Matakuliah di Transkrip dan Menyunting Mata Kuliah di KHS.

 

   SYARAT PENGHAPUSAN MATA KULIAH DI TRANSKRIP dan MENYUNTING KHS

   1. Membawa 1 Fotocopi Transkrip dan KHS

   2. Surat Pengantar ke Bagian Akademik dari Admin Prodi

   

3. PUBLIKASI JURNAL Mahasiswa membawa fotocopi Publikasi Jurnal ke admin prodi untuk dibuatkan surat publikasi Jurnal tersebut.

    

4. CETAK SKRIPSI   

5. SURAT REPOSITORY DAN BEBAS ADMINISTRASI (admin prodi)

   Mahasiswa sudah publikasi jurnal,cetak skripsi dan bebas administrasi lab dll)



6. MENGISI FORM DATA ALUMNI DI ADMIN PRODI      

7. PENGISIAN DATA TUGAS AKHIR DI SIAKADU MAHASISWA

   Mahasiswa Mengisi Data Tugas Akhir di SIAKADU (Sesuai Petunjuk bisa melihat di Form data    

    alumni), setelah mahasiswa mengisi Data Tugas Akhir (Admin Prodi Menambahkan Nama Penguji dan Pembimbing Mahasiswa).



8. MENGUPLOAD SERTIFIKAT PKKMB DAN TOE
FL
     Mahasiswa Mengisi/Mengupload (SERTIFIKAT PKKMB dan SERTIFIKAT TOEFL) di Web Siakadu      

     Mahasiswa bagian BIODATA. (Admin Prodi yang memvalidasi)



9. SKPI (SURAT KETERANGAN PENDAMPING IJAZAH)

   Mahasiswa Mengisi/Mengapload data sertifikat di Web skpi.unila.ac.id SEMUA SERTIFIKAT 

   KEGIATAN yang sudah dilaksanakan Selama Masa Studi Mahasiswa di Universitas Lampung.

   (sertifikat Fakultas, Universitas, Nasional/Internasional). Minimal point penilaian 25 point jika kurang dari point tersebut mahasiswa belum bisa mendaftar wisuda.

   (Setelah Mahasiswa Mengisi Data SKPI diweb SKPI tersebut  , Mahasiswa Menyerahkan Vtocopian 

    Sertifikat ke bagian Admin Prodi untuk di Validasi.



Keterangan : 

Jika Point 5 dan 6 sudah divalidasi , mahasiswa bisa mencetaK BIODATA ONLINE tersebut untuk syarat wisuda."
apa alur - alur wisuda;"1. MAHASISWA SUDAH SELESAI UJIAN KOMPREHENSIF 

2. TRANSKRIP MATAHARI 

Mahasiswa wajib mengecek dan memastikan bahwa tidak ada  Nilai E di Transkrip ataupun tidak ada mata kuliah double di KHS. Jika masih ada nilai E ataupun mata kuliah double di KHS, Mahasiswa Wajib Mengurus surat   penghapusan Matakuliah di Transkrip dan Menyunting Mata Kuliah di KHS.

 

   SYARAT PENGHAPUSAN MATA KULIAH DI TRANSKRIP dan MENYUNTING KHS

   1. Membawa 1 Fotocopi Transkrip dan KHS

   2. Surat Pengantar ke Bagian Akademik dari Admin Prodi

   

3. PUBLIKASI JURNAL Mahasiswa membawa fotocopi Publikasi Jurnal ke admin prodi untuk dibuatkan surat publikasi Jurnal tersebut.

    

4. CETAK SKRIPSI   

5. SURAT REPOSITORY DAN BEBAS ADMINISTRASI (admin prodi)

   Mahasiswa sudah publikasi jurnal,cetak skripsi dan bebas administrasi lab dll)



6. MENGISI FORM DATA ALUMNI DI ADMIN PRODI      

7. PENGISIAN DATA TUGAS AKHIR DI SIAKADU MAHASISWA

   Mahasiswa Mengisi Data Tugas Akhir di SIAKADU (Sesuai Petunjuk bisa melihat di Form data    

    alumni), setelah mahasiswa mengisi Data Tugas Akhir (Admin Prodi Menambahkan Nama Penguji dan Pembimbing Mahasiswa).



8. MENGUPLOAD SERTIFIKAT PKKMB DAN TOE
FL
     Mahasiswa Mengisi/Mengupload (SERTIFIKAT PKKMB dan SERTIFIKAT TOEFL) di Web Siakadu      

     Mahasiswa bagian BIODATA. (Admin Prodi yang memvalidasi)



9. SKPI (SURAT KETERANGAN PENDAMPING IJAZAH)

   Mahasiswa Mengisi/Mengapload data sertifikat di Web skpi.unila.ac.id SEMUA SERTIFIKAT 

   KEGIATAN yang sudah dilaksanakan Selama Masa Studi Mahasiswa di Universitas Lampung.

   (sertifikat Fakultas, Universitas, Nasional/Internasional). Minimal point penilaian 25 point jika kurang dari point tersebut mahasiswa belum bisa mendaftar wisuda.

   (Setelah Mahasiswa Mengisi Data SKPI diweb SKPI tersebut  , Mahasiswa Menyerahkan Vtocopian 

    Sertifikat ke bagian Admin Prodi untuk di Validasi.



Keterangan : 

Jika Point 5 dan 6 sudah divalidasi , mahasiswa bisa mencetaK BIODATA ONLINE tersebut untuk syarat wisuda."
daftar syarat seminar proposal;https://docs.google.com/document/d/10GmSt99TAymX1E9VkDIQSdZ_5UKZW_fs/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
daftar syarat sempro;https://docs.google.com/document/d/10GmSt99TAymX1E9VkDIQSdZ_5UKZW_fs/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat penghapusan mata kuliah dan sunting mata kuliah;https://docs.google.com/document/d/15f978qATWRMjWr5v721Ef28mX195YvkW/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat penghapusan mata kuliah;https://docs.google.com/document/d/15f978qATWRMjWr5v721Ef28mX195YvkW/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link sunting mata kuliah;https://docs.google.com/document/d/15f978qATWRMjWr5v721Ef28mX195YvkW/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link format pengesahan skripsi;https://docs.google.com/document/d/15ketFt0DpbNrcTgbIg9fkzhyIbIulY6g/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link format pengesahan;https://docs.google.com/document/d/15ketFt0DpbNrcTgbIg9fkzhyIbIulY6g/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link pengesahan;https://docs.google.com/document/d/15ketFt0DpbNrcTgbIg9fkzhyIbIulY6g/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
surat pengantar perpanjangan cuti;https://docs.google.com/document/d/1aUtdHuCQrB12i9DkRt7SVy10CuSwXpMV/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format pengantar perpanjangan cuti;https://docs.google.com/document/d/1aUtdHuCQrB12i9DkRt7SVy10CuSwXpMV/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format perpanjangan cuti;https://docs.google.com/document/d/1aUtdHuCQrB12i9DkRt7SVy10CuSwXpMV/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
bebas uang kuliah tunggal;https://docs.google.com/document/d/1CBCiPR89auu5i-dymRLVrGifhrN4ML6L/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
surat bebas uang kuliah tunggal;https://docs.google.com/document/d/1CBCiPR89auu5i-dymRLVrGifhrN4ML6L/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format bebas uang kuliah tunggal;https://docs.google.com/document/d/1CBCiPR89auu5i-dymRLVrGifhrN4ML6L/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format surat bebas uang kuliah tunggal;https://docs.google.com/document/d/1CBCiPR89auu5i-dymRLVrGifhrN4ML6L/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar syarat bebas administrasi;https://docs.google.com/document/d/1E86uLGwflBm7RKfY2gunBBAvo-6RvfJl/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar persyaratan bebas administrasi;https://docs.google.com/document/d/1E86uLGwflBm7RKfY2gunBBAvo-6RvfJl/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link izin survey penelitian mahasiswa;https://docs.google.com/document/d/1Eat18SqXzEv7Tu3kBiFTJ4zaKGAoHU-e/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link izin survey penelitian;https://docs.google.com/document/d/1Eat18SqXzEv7Tu3kBiFTJ4zaKGAoHU-e/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format surat keterangan berkelakuan baik;https://docs.google.com/document/d/1FztipocGQZrwnoAZG5kFAETTYApbJmZP/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format surat keterangan berkelakuan baik (skbb);https://docs.google.com/document/d/1FztipocGQZrwnoAZG5kFAETTYApbJmZP/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format surat kelakuan baik ;https://docs.google.com/document/d/1FztipocGQZrwnoAZG5kFAETTYApbJmZP/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara seminar kompre;https://docs.google.com/document/d/1gfi2kYFihnwNB4WLcZ8SxpthPyo_klMB/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara kompre;https://docs.google.com/document/d/1gfi2kYFihnwNB4WLcZ8SxpthPyo_klMB/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara sidang;https://docs.google.com/document/d/1gfi2kYFihnwNB4WLcZ8SxpthPyo_klMB/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
surat peminjaman;https://docs.google.com/document/d/1IKG723psgA-Kb9j6vrU_jhJSzTiZRYzH/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
contoh surat peminjaman;https://docs.google.com/document/d/1IKG723psgA-Kb9j6vrU_jhJSzTiZRYzH/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat aktif kuliah;https://docs.google.com/document/d/1JLtTxHH-ggwmsQp1dlYRwCcGksVQG0gB/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link pengantar aktif kuliah;https://docs.google.com/document/d/1JLtTxHH-ggwmsQp1dlYRwCcGksVQG0gB/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link aktif kuliah;https://docs.google.com/document/d/1JLtTxHH-ggwmsQp1dlYRwCcGksVQG0gB/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format permohonan tandatangan transkrip keringanan UKT;https://docs.google.com/document/d/1kJx75YD0odImQ2OqapYCqEP7462U1p_L/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format permohonan ttd transkrip keringanan UKT;https://docs.google.com/document/d/1kJx75YD0odImQ2OqapYCqEP7462U1p_L/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat rekomendasi studi independen;https://docs.google.com/document/d/1mt6vLt8RKtKfsRJwtscNSBwThwvuNvec/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat rekomendasi magang;https://docs.google.com/document/d/1mt6vLt8RKtKfsRJwtscNSBwThwvuNvec/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat rekomendasi sib;https://docs.google.com/document/d/1mt6vLt8RKtKfsRJwtscNSBwThwvuNvec/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link format surat perbaikan mata kuliah;https://docs.google.com/document/d/1QMzXLiqG9emXO_YyswA7kSfQm7Tdlf4r/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link format surat perbaikan nilai;https://docs.google.com/document/d/1QMzXLiqG9emXO_YyswA7kSfQm7Tdlf4r/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link format surat perbaikan mata kuliah dan nilai;https://docs.google.com/document/d/1QMzXLiqG9emXO_YyswA7kSfQm7Tdlf4r/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara seminar proposal;https://docs.google.com/document/d/1rIQyrPW2ss_b8YEUkcZ3K-lexbta64y8/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara sempro;https://docs.google.com/document/d/1rIQyrPW2ss_b8YEUkcZ3K-lexbta64y8/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara seminar usul;https://docs.google.com/document/d/1rIQyrPW2ss_b8YEUkcZ3K-lexbta64y8/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat kuliah praktik ke wadek 1;https://docs.google.com/document/d/1RNFT2hvbAPIhyCAco21taBRlPeCrMD3O/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat kp wadek 1;https://docs.google.com/document/d/1RNFT2hvbAPIhyCAco21taBRlPeCrMD3O/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link surat kuliah praktik wadek 1;https://docs.google.com/document/d/1RNFT2hvbAPIhyCAco21taBRlPeCrMD3O/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
daftar syarat ujian komprehensif;https://docs.google.com/document/d/1s4zl_GrLcF6NB2JYU4qV2srSOn1Ubaho/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
daftar persyaratan ujian kompre;https://docs.google.com/document/d/1s4zl_GrLcF6NB2JYU4qV2srSOn1Ubaho/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
daftar persyaratan sidang;https://docs.google.com/document/d/1s4zl_GrLcF6NB2JYU4qV2srSOn1Ubaho/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
kartu bimbingan;https://docs.google.com/document/d/1u6vonNMjFF5fATSqRhydXvabYIguu5SK/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format kendali bimbingan;https://docs.google.com/document/d/1u6vonNMjFF5fATSqRhydXvabYIguu5SK/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format kartu bimbingan;https://docs.google.com/document/d/1u6vonNMjFF5fATSqRhydXvabYIguu5SK/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link berita acara kuliah praktik;https://docs.google.com/document/d/1V_jE4khL3BkA37xk-AypknUtT9w-v6iA/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link berita acara kp;https://docs.google.com/document/d/1V_jE4khL3BkA37xk-AypknUtT9w-v6iA/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format terlambat sumbangan pengembangan pendidikan;https://docs.google.com/document/d/1XFI2zHrk2TCUXTUsYw26GxdKXAfgirCz/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format surat keterlambatan pembayaran uang kuliah tunggal;https://docs.google.com/document/d/1XFI2zHrk2TCUXTUsYw26GxdKXAfgirCz/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link rekomendasi pembimbing kp;https://docs.google.com/document/d/1xjeT6qBMxdVC4yT0Qe16kaPePSKI3Uvo/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link rekomendasi pembimbing kuliah praktik;https://docs.google.com/document/d/1xjeT6qBMxdVC4yT0Qe16kaPePSKI3Uvo/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara seminar hasil;https://docs.google.com/document/d/1yndH7vR2xEGK6H4EHLxGb3gdRBFzlcdX/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara semhas;https://docs.google.com/document/d/1yndH7vR2xEGK6H4EHLxGb3gdRBFzlcdX/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
format daftar nilai dan berita acara hasil;https://docs.google.com/document/d/1yndH7vR2xEGK6H4EHLxGb3gdRBFzlcdX/edit?usp=sharing&ouid=114509879279266755898&rtpof=true&sd=true
link tanggal akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
link gambar kalender akademik;https://drive.google.com/file/d/1BiAjCQH4CwCEUQ6e2uUkvV3DUb1HT1iw/view?usp=sharing
link format penulisan skripsi;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
link format skripsi;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
link format penulisan laporan;https://drive.google.com/file/d/1x7F38unQhC4f2tYKpxPCWUYWjTch1-05/view?usp=sharing
